"Unique identification number of the institution","Level of student","Level of student (original line number on survey form)","Attendance status of student","Level of student","Nonresident alien men","Nonresident alien women","OLD - Black non-Hispanic men","OLD - Black non-Hispanic women","OLD - American Indian or Alaska Native men","OLD - American Indian or Alaska Native women","OLD - Asian or Pacific Islander men","OLD - Asian or Pacific Islander women","OLD - Hispanic men","OLD - Hispanic women","OLD - White non-Hispanic men","OLD - White non-Hispanic women","Race/ethnicity unknown men","Race/ethnicity unknown women","Grand total men","Grand total women","Nonresident alien total","OLD - Black non-Hispanic total","OLD - American Indian or Alaska Native total","OLD - Asian or Pacific Islander total","OLD - Hispanic total","OLD - White non-Hispanic total","Race/ethnicity unknown total","Grand total","Hispanic men","Hispanic women","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian men","Asian women","Black or African American men","Black or African American women","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White men","White women","Two or more races men","Two or more races women","Hispanic total","American Indian or Alaska Native total","Asian total","Black or African American total","Native Hawaiian or Other Pacific Islander total","White total","Two or more races total","DERIVED - American Indian or Alaska Native total","DERIVED - American Indian or Alaska Native men","DERIVED - American Indian or Alaska Native women","DERIVED - Asian/Native Hawaiian/Other Pacific Islander total","DERIVED - Asian/Native Hawaiian/Other Pacific Islander men","DERIVED - Asian/Native Hawaiian/Other Pacific Islander women","DERIVED - Black or African American/Black non-Hispanic total","DERIVED - Black or African American/Black non-Hispanic men","DERIVED - Black or African American/Black non-Hispanic women","DERIVED - Hispanic or Latino/Hispanic total","DERIVED - Hispanic or Latino/Hispanic men","DERIVED - Hispanic or Latino/Hispanic women","DERIVED - White/White non-Hispanic total","DERIVED - White/White non-Hispanic men","DERIVED - White/White non-Hispanic women","FY","Fall","Institution_Name","EFALevel_desc","Line_desc","Section_desc","LStudy_desc"
"147767","2","99","3","1"," 266"," 233","160"," 346","  4","  5"," 784"," 801","240","346","2516","2654"," 428"," 553"," 4398"," 4938"," 499"," 506","  9","1585"," 586"," 5170"," 981"," 9336",,,,,,,,,,,,,,,,,,,,,,"  9","  4","  5","1585"," 784"," 801"," 506","160"," 346"," 586","240","346"," 5170","2516","2654","2009","2008","Northwestern University","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"147767","3","99","3","1"," 261"," 213","156"," 333","  4","  5"," 778"," 783","235","340","2455","2571"," 258"," 312"," 4147"," 4557"," 474"," 489","  9","1561"," 575"," 5026"," 570"," 8704",,,,,,,,,,,,,,,,,,,,,,"  9","  4","  5","1561"," 778"," 783"," 489","156"," 333"," 575","235","340"," 5026","2455","2571","2009","2008","Northwestern University","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"147767","4","99","3","1","  67","  60"," 36","  51","  1","  3"," 223"," 220"," 63"," 84"," 566"," 589","  50","  65"," 1006"," 1072"," 127","  87","  4"," 443"," 147"," 1155"," 115"," 2078",,,,,,,,,,,,,,,,,,,,,,"  4","  1","  3"," 443"," 223"," 220","  87"," 36","  51"," 147"," 63"," 84"," 1155"," 566"," 589","2009","2008","Northwestern University","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"147767","5","99","3","1"," 194"," 153","120"," 282","  3","  2"," 555"," 563","172","256","1889","1982"," 208"," 247"," 3141"," 3485"," 347"," 402","  5","1118"," 428"," 3871"," 455"," 6626",,,,,,,,,,,,,,,,,,,,,,"  5","  3","  2","1118"," 555"," 563"," 402","120"," 282"," 428","172","256"," 3871","1889","1982","2009","2008","Northwestern University","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"147767","11","99","3","1","   5","  20","  4","  13","  0","  0","   6","  18","  5","  6","  61","  83"," 170"," 241","  251","  381","  25","  17","  0","  24","  11","  144"," 411","  632",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  24","   6","  18","  17","  4","  13","  11","  5","  6","  144","  61","  83","2009","2008","Northwestern University","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"147767","12","99","3","3","1249"," 737","113"," 195","  6","  3"," 322"," 307","111","119","1862","1794"," 985"," 653"," 4648"," 3808","1986"," 308","  9"," 629"," 230"," 3656","1638"," 8456",,,,,,,,,,,,,,,,,,,,,,"  9","  6","  3"," 629"," 322"," 307"," 308","113"," 195"," 230","111","119"," 3656","1862","1794","2009","2008","Northwestern University","All students, Graduate","Generated record not on original survey","All students","Graduate"
"147767","16","99","3","2","  47","  43"," 43","  47","  6","  3"," 158"," 146"," 44"," 41"," 392"," 312"," 121","  96","  811","  688","  90","  90","  9"," 304","  85","  704"," 217"," 1499",,,,,,,,,,,,,,,,,,,,,,"  9","  6","  3"," 304"," 158"," 146","  90"," 43","  47","  85"," 44"," 41","  704"," 392"," 312","2009","2008","Northwestern University","All students, First professional","Generated record not on original survey","All students","First-professional"
"147767","20","99","3","1"," 194"," 153","120"," 282","  3","  2"," 555"," 563","172","256","1889","1982"," 208"," 247"," 3141"," 3485"," 347"," 402","  5","1118"," 428"," 3871"," 455"," 6626",,,,,,,,,,,,,,,,,,,,,,"  5","  3","  2","1118"," 555"," 563"," 402","120"," 282"," 428","172","256"," 3871","1889","1982","2009","2008","Northwestern University","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"147767","21","14","1","4","1415"," 924","265"," 504"," 15"," 11","1126","1144","361","468","3947","4063","1057"," 834"," 8186"," 7948","2339"," 769"," 26","2270"," 829"," 8010","1891","16134",,,,,,,,,,,,,,,,,,,,,," 26"," 15"," 11","2270","1126","1144"," 769","265"," 504"," 829","361","468"," 8010","3947","4063","2009","2008","Northwestern University","Full-time students total","Total full-time students","Full-time","All students"
"147767","22","8","1","1"," 254"," 210","150"," 317","  4","  5"," 761"," 766","225","333","2353","2469"," 236"," 288"," 3983"," 4388"," 464"," 467","  9","1527"," 558"," 4822"," 524"," 8371",,,,,,,,,,,,,,,,,,,,,,"  9","  4","  5","1527"," 761"," 766"," 467","150"," 317"," 558","225","333"," 4822","2353","2469","2009","2008","Northwestern University","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"147767","23","6","1","1"," 252"," 207","149"," 316","  4","  5"," 761"," 764","225","332","2351","2466"," 230"," 279"," 3972"," 4369"," 459"," 465","  9","1525"," 557"," 4817"," 509"," 8341",,,,,,,,,,,,,,,,,,,,,,"  9","  4","  5","1525"," 761"," 764"," 465","149"," 316"," 557","225","332"," 4817","2351","2466","2009","2008","Northwestern University","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"147767","24","1","1","1","  67","  60"," 36","  51","  1","  3"," 223"," 220"," 63"," 84"," 566"," 589","  50","  65"," 1006"," 1072"," 127","  87","  4"," 443"," 147"," 1155"," 115"," 2078",,,,,,,,,,,,,,,,,,,,,,"  4","  1","  3"," 443"," 223"," 220","  87"," 36","  51"," 147"," 63"," 84"," 1155"," 566"," 589","2009","2008","Northwestern University","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"147767","25","99","1","1"," 185"," 147","113"," 265","  3","  2"," 538"," 544","162","248","1785","1877"," 180"," 214"," 2966"," 3297"," 332"," 378","  5","1082"," 410"," 3662"," 394"," 6263",,,,,,,,,,,,,,,,,,,,,,"  5","  3","  2","1082"," 538"," 544"," 378","113"," 265"," 410","162","248"," 3662","1785","1877","2009","2008","Northwestern University","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"147767","31","7","1","1","   2","   3","  1","   1","  0","  0","   0","   2","  0","  1","   2","   3","   6","   9","   11","   19","   5","   2","  0","   2","   1","    5","  15","   30",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   2","   0","   2","   2","  1","   1","   1","  0","  1","    5","   2","   3","2009","2008","Northwestern University","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"147767","32","11","1","3","1115"," 671"," 72"," 140","  5","  3"," 209"," 232"," 92"," 94","1202","1284"," 700"," 450"," 3395"," 2874","1786"," 212","  8"," 441"," 186"," 2486","1150"," 6269",,,,,,,,,,,,,,,,,,,,,,"  8","  5","  3"," 441"," 209"," 232"," 212"," 72"," 140"," 186"," 92"," 94"," 2486","1202","1284","2009","2008","Northwestern University","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"147767","36","9","1","2","  46","  43"," 43","  47","  6","  3"," 156"," 146"," 44"," 41"," 392"," 310"," 121","  96","  808","  686","  89","  90","  9"," 302","  85","  702"," 217"," 1494",,,,,,,,,,,,,,,,,,,,,,"  9","  6","  3"," 302"," 156"," 146","  90"," 43","  47","  85"," 44"," 41","  702"," 392"," 310","2009","2008","Northwestern University","Full-time students, First professional","Full-time first-professional","Full-time","First-professional"
"147767","40","3","1","1"," 185"," 147","113"," 265","  3","  2"," 538"," 544","162","248","1785","1877"," 180"," 214"," 2966"," 3297"," 332"," 378","  5","1082"," 410"," 3662"," 394"," 6263",,,,,,,,,,,,,,,,,,,,,,"  5","  3","  2","1082"," 538"," 544"," 378","113"," 265"," 410","162","248"," 3662","1785","1877","2009","2008","Northwestern University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"147767","41","28","2","4"," 147","  89"," 51","  84","  1","  0"," 138"," 110"," 34"," 38"," 823"," 697"," 477"," 468"," 1671"," 1486"," 236"," 135","  1"," 248","  72"," 1520"," 945"," 3157",,,,,,,,,,,,,,,,,,,,,,"  1","  1","  0"," 248"," 138"," 110"," 135"," 51","  84","  72"," 34"," 38"," 1520"," 823"," 697","2009","2008","Northwestern University","Part-time students total","Total part-time","Part-time","All students"
"147767","42","22","2","1","  12","  23"," 10","  29","  0","  0","  23","  35"," 15"," 13"," 163"," 185"," 192"," 265","  415","  550","  35","  39","  0","  58","  28","  348"," 457","  965",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  58","  23","  35","  39"," 10","  29","  28"," 15"," 13","  348"," 163"," 185","2009","2008","Northwestern University","Part-time students, Undergraduate total","Total part-time undergraduates","Part-time","Undergraduate"
"147767","43","20","2","1","   9","   6","  7","  17","  0","  0","  17","  19"," 10","  8"," 104"," 105","  28","  33","  175","  188","  15","  24","  0","  36","  18","  209","  61","  363",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  36","  17","  19","  24","  7","  17","  18"," 10","  8","  209"," 104"," 105","2009","2008","Northwestern University","Part-time students, Undergraduate, Degree/certificate-seeking total","Part-time degree-seeking undergraduates, total","Part-time","Undergraduate"
"147767","45","99","2","1","   9","   6","  7","  17","  0","  0","  17","  19"," 10","  8"," 104"," 105","  28","  33","  175","  188","  15","  24","  0","  36","  18","  209","  61","  363",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  36","  17","  19","  24","  7","  17","  18"," 10","  8","  209"," 104"," 105","2009","2008","Northwestern University","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Part-time","Undergraduate"
"147767","51","21","2","1","   3","  17","  3","  12","  0","  0","   6","  16","  5","  5","  59","  80"," 164"," 232","  240","  362","  20","  15","  0","  22","  10","  139"," 396","  602",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  22","   6","  16","  15","  3","  12","  10","  5","  5","  139","  59","  80","2009","2008","Northwestern University","Part-time students, Undergraduate, Non-degree/certificate-seeking","Part-time nondegree-seeking undergraduates","Part-time","Undergraduate"
"147767","52","25","2","3"," 134","  66"," 41","  55","  1","  0"," 113","  75"," 19"," 25"," 660"," 510"," 285"," 203"," 1253","  934"," 200","  96","  1"," 188","  44"," 1170"," 488"," 2187",,,,,,,,,,,,,,,,,,,,,,"  1","  1","  0"," 188"," 113","  75","  96"," 41","  55","  44"," 19"," 25"," 1170"," 660"," 510","2009","2008","Northwestern University","Part-time students, Graduate","Part-time graduates","Part-time","Graduate"
"147767","56","23","2","2","   1","   0","  0","   0","  0","  0","   2","   0","  0","  0","   0","   2","   0","   0","    3","    2","   1","   0","  0","   2","   0","    2","   0","    5",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   2","   2","   0","   0","  0","   0","   0","  0","  0","    2","   0","   2","2009","2008","Northwestern University","Part-time students, First professional","Part-time first-professional","Part-time","First-professional"
"147767","60","17","2","1","   9","   6","  7","  17","  0","  0","  17","  19"," 10","  8"," 104"," 105","  28","  33","  175","  188","  15","  24","  0","  36","  18","  209","  61","  363",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","  36","  17","  19","  24","  7","  17","  18"," 10","  8","  209"," 104"," 105","2009","2008","Northwestern University","Part-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Part-time undergraduate, other degree/certifcate-seeking, continuing","Part-time","Undergraduate"
"162928","1","29","3","4","1369","1209","560","1087"," 35"," 47","1259","1277","373","422","4351","4961","1577","1231"," 9524","10234","2578","1647"," 82","2536"," 795"," 9312","2808","19758",,,,,,,,,,,,,,,,,,,,,," 82"," 35"," 47","2536","1259","1277","1647","560","1087"," 795","373","422"," 9312","4351","4961","2009","2008","Johns Hopkins University","All students total","Total enrollment","All students","All students"
"162928","2","99","3","1"," 204"," 167","142"," 276"," 18"," 20"," 645"," 558","156","194","1400","1376"," 223"," 198"," 2788"," 2789"," 371"," 418"," 38","1203"," 350"," 2776"," 421"," 5577",,,,,,,,,,,,,,,,,,,,,," 38"," 18"," 20","1203"," 645"," 558"," 418","142"," 276"," 350","156","194"," 2776","1400","1376","2009","2008","Johns Hopkins University","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"162928","3","99","3","1"," 198"," 161","142"," 275"," 18"," 20"," 642"," 557","156","194","1395","1373"," 222"," 196"," 2773"," 2776"," 359"," 417"," 38","1199"," 350"," 2768"," 418"," 5549",,,,,,,,,,,,,,,,,,,,,," 38"," 18"," 20","1199"," 642"," 557"," 417","142"," 275"," 350","156","194"," 2768","1395","1373","2009","2008","Johns Hopkins University","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"162928","4","99","3","1","  63","  44"," 32","  51","  5","  3"," 161"," 120"," 54"," 48"," 339"," 297","  50","  50","  704","  613"," 107","  83","  8"," 281"," 102","  636"," 100"," 1317",,,,,,,,,,,,,,,,,,,,,,"  8","  5","  3"," 281"," 161"," 120","  83"," 32","  51"," 102"," 54"," 48","  636"," 339"," 297","2009","2008","Johns Hopkins University","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"162928","5","99","3","1"," 135"," 117","110"," 224"," 13"," 17"," 481"," 437","102","146","1056","1076"," 172"," 146"," 2069"," 2163"," 252"," 334"," 30"," 918"," 248"," 2132"," 318"," 4232",,,,,,,,,,,,,,,,,,,,,," 30"," 13"," 17"," 918"," 481"," 437"," 334","110"," 224"," 248","102","146"," 2132","1056","1076","2009","2008","Johns Hopkins University","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"162928","11","99","3","1","   6","   6","  0","   1","  0","  0","   3","   1","  0","  0","   5","   3","   1","   2","   15","   13","  12","   1","  0","   4","   0","    8","   3","   28",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   4","   3","   1","   1","  0","   1","   0","  0","  0","    8","   5","   3","2009","2008","Johns Hopkins University","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"162928","12","99","3","3","1160","1035","402"," 793"," 14"," 26"," 534"," 648","205","219","2817","3475","1351","1029"," 6483"," 7225","2195","1195"," 40","1182"," 424"," 6292","2380","13708",,,,,,,,,,,,,,,,,,,,,," 40"," 14"," 26","1182"," 534"," 648","1195","402"," 793"," 424","205","219"," 6292","2817","3475","2009","2008","Johns Hopkins University","All students, Graduate","Generated record not on original survey","All students","Graduate"
"162928","16","99","3","2","   5","   7"," 16","  18","  3","  1","  80","  71"," 12","  9"," 134"," 110","   3","   4","  253","  220","  12","  34","  4"," 151","  21","  244","   7","  473",,,,,,,,,,,,,,,,,,,,,,"  4","  3","  1"," 151","  80","  71","  34"," 16","  18","  21"," 12","  9","  244"," 134"," 110","2009","2008","Johns Hopkins University","All students, First professional","Generated record not on original survey","All students","First-professional"
"162928","19","99","3","1","   9","  14","  4","  16","  0","  1","   2","  10","  0","  6","  24","  92","   7","   4","   46","  143","  23","  20","  1","  12","   6","  116","  11","  189",,,,,,,,,,,,,,,,,,,,,,"  1","  0","  1","  12","   2","  10","  20","  4","  16","   6","  0","  6","  116","  24","  92","2009","2008","Johns Hopkins University","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"162928","20","99","3","1"," 126"," 103","106"," 208"," 13"," 16"," 479"," 427","102","140","1032"," 984"," 165"," 142"," 2023"," 2020"," 229"," 314"," 29"," 906"," 242"," 2016"," 307"," 4043",,,,,,,,,,,,,,,,,,,,,," 29"," 13"," 16"," 906"," 479"," 427"," 314","106"," 208"," 242","102","140"," 2016","1032"," 984","2009","2008","Johns Hopkins University","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"162928","21","14","1","4","1166"," 949","256"," 492"," 24"," 31"," 937"," 943","256","291","2460","2716"," 669"," 565"," 5768"," 5987","2115"," 748"," 55","1880"," 547"," 5176","1234","11755",,,,,,,,,,,,,,,,,,,,,," 55"," 24"," 31","1880"," 937"," 943"," 748","256"," 492"," 547","256","291"," 5176","2460","2716","2009","2008","Johns Hopkins University","Full-time students total","Total full-time students","Full-time","All students"
"162928","22","8","1","1"," 195"," 159","130"," 245"," 18"," 18"," 638"," 550","156","193","1346","1345"," 209"," 190"," 2692"," 2700"," 354"," 375"," 36","1188"," 349"," 2691"," 399"," 5392",,,,,,,,,,,,,,,,,,,,,," 36"," 18"," 18","1188"," 638"," 550"," 375","130"," 245"," 349","156","193"," 2691","1346","1345","2009","2008","Johns Hopkins University","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"162928","23","6","1","1"," 192"," 155","130"," 245"," 18"," 18"," 638"," 550","156","193","1346","1345"," 209"," 190"," 2689"," 2696"," 347"," 375"," 36","1188"," 349"," 2691"," 399"," 5385",,,,,,,,,,,,,,,,,,,,,," 36"," 18"," 18","1188"," 638"," 550"," 375","130"," 245"," 349","156","193"," 2691","1346","1345","2009","2008","Johns Hopkins University","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"162928","24","1","1","1","  63","  44"," 32","  51","  5","  3"," 161"," 120"," 54"," 48"," 339"," 297","  50","  50","  704","  613"," 107","  83","  8"," 281"," 102","  636"," 100"," 1317",,,,,,,,,,,,,,,,,,,,,,"  8","  5","  3"," 281"," 161"," 120","  83"," 32","  51"," 102"," 54"," 48","  636"," 339"," 297","2009","2008","Johns Hopkins University","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"162928","25","99","1","1"," 129"," 111"," 98"," 194"," 13"," 15"," 477"," 430","102","145","1007","1048"," 159"," 140"," 1985"," 2083"," 240"," 292"," 28"," 907"," 247"," 2055"," 299"," 4068",,,,,,,,,,,,,,,,,,,,,," 28"," 13"," 15"," 907"," 477"," 430"," 292"," 98"," 194"," 247","102","145"," 2055","1007","1048","2009","2008","Johns Hopkins University","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"162928","31","7","1","1","   3","   4","  0","   0","  0","  0","   0","   0","  0","  0","   0","   0","   0","   0","    3","    4","   7","   0","  0","   0","   0","    0","   0","    7",,,,,,,,,,,,,,,,,,,,,,"  0","  0","  0","   0","   0","   0","   0","  0","   0","   0","  0","  0","    0","   0","   0","2009","2008","Johns Hopkins University","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"162928","32","11","1","3"," 966"," 783","110"," 229","  3"," 12"," 219"," 322"," 88"," 89"," 980","1261"," 457"," 371"," 2823"," 3067","1749"," 339"," 15"," 541"," 177"," 2241"," 828"," 5890",,,,,,,,,,,,,,,,,,,,,," 15","  3"," 12"," 541"," 219"," 322"," 339","110"," 229"," 177"," 88"," 89"," 2241"," 980","1261","2009","2008","Johns Hopkins University","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"162928","36","9","1","2","   5","   7"," 16","  18","  3","  1","  80","  71"," 12","  9"," 134"," 110","   3","   4","  253","  220","  12","  34","  4"," 151","  21","  244","   7","  473",,,,,,,,,,,,,,,,,,,,,,"  4","  3","  1"," 151","  80","  71","  34"," 16","  18","  21"," 12","  9","  244"," 134"," 110","2009","2008","Johns Hopkins University","Full-time students, First professional","Full-time first-professional","Full-time","First-professional"
"162928","39","2","1","1","   8","   9","  4","  12","  0","  1","   2","   9","  0","  6","  18","  87","   7","   2","   39","  126","  17","  16","  1","  11","   6","  105","   9","  165",,,,,,,,,,,,,,,,,,,,,,"  1","  0","  1","  11","   2","   9","  16","  4","  12","   6","  0","  6","  105","  18","  87","2009","2008","Johns Hopkins University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
